interaction_id,user_id,business_id,interaction_type,distance_km,session_duration_s,device_type,timestamp
INT00987,USR0113,BIZ0092,view,0.821,9,android,2026-03-24 21:19:59
INT00988,USR0099,BIZ0035,view,4.56,23,ios,2026-02-11 13:42:26
INT00989,USR0004,BIZ0035,profile_view,0.359,162,ios,2026-03-13 03:30:25
INT00990,USR0044,BIZ0115,profile_view,0.581,158,ios,2026-03-17 07:39:04
INT00991,USR0097,BIZ0102,search_click,0.302,43,ios,2026-02-14 00:04:44
INT00992,USR0098,BIZ0002,review_posted,0.49,139,android,2026-02-18 09:45:07
INT00993,USR0072,BIZ0082,profile_view,4.4,80,ios,2026-03-15 02:37:45
INT00994,USR0146,BIZ0108,review_posted,5.041,194,android,2026-04-05 22:37:06
INT00995,USR0094,BIZ0091,search_click,0.652,31,android,2026-02-22 15:37:31
INT00996,USR0137,BIZ0099,search_click,2.589,13,ios,2026-03-21 05:19:08
INT00997,USR0064,BIZ0034,profile_view,4.225,92,android,2026-04-01 06:51:33
INT00998,USR0117,BIZ0026,saved_business,0.37,50,android,2026-04-06 02:21:39
INT00999,USR0188,BIZ0099,view,5.157,21,ios,2026-02-03 16:42:39
INT01000,USR0059,BIZ0034,profile_view,4.46,55,android,2026-02-26 21:58:35
INT01001,USR0163,BIZ0008,search_click,0.133,40,android,2026-02-07 04:58:27
INT01002,USR0151,BIZ0033,search_click,0.38,47,ios,2026-04-16 17:18:10
INT01003,USR0029,BIZ0097,search_click,2.13,47,ios,2026-04-28 12:28:32
INT01004,USR0065,BIZ0097,profile_view,0.792,75,ios,2026-03-15 20:59:42
INT01005,USR0132,BIZ0038,profile_view,4.461,166,android,2026-02-28 22:06:35
INT01006,USR0174,BIZ0076,view,3.168,29,android,2026-03-14 02:24:58
INT01007,USR0082,BIZ0106,search_click,0.332,21,android,2026-04-07 15:47:17
INT01008,USR0173,BIZ0040,review_posted,0.055,223,android,2026-02-15 15:24:31
INT01009,USR0028,BIZ0099,view,2.827,15,ios,2026-02-07 11:32:36
INT01010,USR0077,BIZ0110,view,0.492,15,android,2026-02-15 11:45:18
INT01011,USR0102,BIZ0099,inquiry_sent,2.53,100,ios,2026-04-25 07:43:46
INT01012,USR0122,BIZ0088,profile_view,3.181,98,android,2026-04-23 04:11:04
INT01013,USR0121,BIZ0110,inquiry_sent,4.714,138,ios,2026-04-04 14:56:06
INT01014,USR0191,BIZ0042,view,2.74,29,ios,2026-01-29 17:29:42
INT01015,USR0104,BIZ0007,search_click,2.743,18,ios,2026-04-08 06:04:02
INT01016,USR0005,BIZ0099,view,0.398,13,ios,2026-04-14 03:33:14
INT01017,USR0007,BIZ0044,profile_view,3.475,173,android,2026-04-10 23:47:15
INT01018,USR0159,BIZ0067,inquiry_sent,2.498,122,android,2026-02-27 12:17:08
INT01019,USR0123,BIZ0111,search_click,2.429,12,ios,2026-04-01 02:53:32
INT01020,USR0181,BIZ0063,view,4.614,17,android,2026-02-07 08:21:09
INT01021,USR0164,BIZ0046,search_click,0.372,28,android,2026-03-12 16:25:07
INT01022,USR0192,BIZ0008,saved_business,0.578,34,android,2026-03-23 07:13:42
INT01023,USR0147,BIZ0029,view,0.106,23,ios,2026-03-20 07:39:33
INT01024,USR0075,BIZ0094,view,4.317,30,ios,2026-04-25 08:47:40
INT01025,USR0093,BIZ0107,search_click,4.53,21,ios,2026-03-12 08:49:38
INT01026,USR0118,BIZ0048,view,0.309,13,ios,2026-03-24 13:03:17
INT01027,USR0006,BIZ0020,profile_view,5.126,154,android,2026-04-14 01:39:33
INT01028,USR0016,BIZ0108,search_click,2.565,37,android,2026-04-25 14:23:06
INT01029,USR0084,BIZ0099,search_click,4.906,50,android,2026-04-05 07:37:09
INT01030,USR0145,BIZ0012,search_click,4.626,20,android,2026-03-21 20:55:15
INT01031,USR0120,BIZ0083,saved_business,0.925,70,ios,2026-03-12 03:11:13
INT01032,USR0190,BIZ0021,view,4.606,23,ios,2026-03-11 01:59:02
INT01033,USR0200,BIZ0095,inquiry_sent,4.031,65,ios,2026-03-21 22:40:34
INT01034,USR0002,BIZ0086,search_click,3.678,30,ios,2026-02-11 18:18:41
INT01035,USR0058,BIZ0078,profile_view,2.937,81,ios,2026-04-19 14:38:54
INT01036,USR0184,BIZ0102,view,2.296,11,ios,2026-02-14 13:28:10
INT01037,USR0007,BIZ0072,review_posted,3.067,92,ios,2026-04-25 03:18:33
INT01038,USR0084,BIZ0103,review_posted,4.085,111,ios,2026-02-12 21:56:47
INT01039,USR0070,BIZ0034,review_posted,4.759,66,android,2026-04-18 04:56:22
INT01040,USR0113,BIZ0016,review_posted,4.762,113,ios,2026-02-02 15:32:42
INT01041,USR0113,BIZ0051,view,4.608,8,android,2026-04-26 10:48:32
INT01042,USR0130,BIZ0108,profile_view,4.826,83,android,2026-04-23 21:08:42
INT01043,USR0190,BIZ0082,profile_view,3.884,78,android,2026-04-27 21:10:15
INT01044,USR0130,BIZ0048,view,5.179,19,android,2026-01-29 20:54:52
INT01045,USR0108,BIZ0052,inquiry_sent,4.513,139,android,2026-03-09 07:00:14
INT01046,USR0167,BIZ0039,saved_business,3.196,64,ios,2026-01-30 15:28:42
INT01047,USR0071,BIZ0097,inquiry_sent,2.335,276,android,2026-02-14 04:20:11
INT01048,USR0003,BIZ0017,view,0.838,29,android,2026-02-03 17:23:39
INT01049,USR0054,BIZ0102,profile_view,5.141,136,android,2026-03-07 22:47:56
INT01050,USR0045,BIZ0110,saved_business,0.59,38,ios,2026-04-18 08:02:58
INT01051,USR0029,BIZ0099,view,0.351,17,ios,2026-04-21 00:38:27
INT01052,USR0068,BIZ0086,view,4.998,5,ios,2026-02-01 07:09:48
INT01053,USR0037,BIZ0108,view,2.594,24,android,2026-02-12 10:53:42
INT01054,USR0004,BIZ0046,view,4.426,7,android,2026-04-26 09:42:00
INT01055,USR0119,BIZ0117,inquiry_sent,4.91,94,android,2026-02-26 05:55:59
INT01056,USR0121,BIZ0107,view,4.603,22,ios,2026-04-25 08:09:28
INT01057,USR0172,BIZ0097,search_click,0.364,46,android,2026-02-09 13:02:29
INT01058,USR0132,BIZ0017,review_posted,4.564,81,android,2026-04-03 18:32:29
INT01059,USR0073,BIZ0105,view,5.405,10,ios,2026-02-27 19:04:26
INT01060,USR0119,BIZ0092,search_click,1.032,27,android,2026-02-27 17:36:05
INT01061,USR0096,BIZ0090,search_click,5.243,12,ios,2026-03-27 02:06:13
INT01062,USR0051,BIZ0116,view,0.548,30,android,2026-02-12 18:54:51
INT01063,USR0083,BIZ0002,search_click,4.777,22,ios,2026-03-10 21:47:14
INT01064,USR0055,BIZ0059,view,0.795,28,ios,2026-03-29 05:02:13
INT01065,USR0132,BIZ0109,view,0.405,13,ios,2026-04-11 20:20:15
INT01066,USR0125,BIZ0099,search_click,5.35,31,ios,2026-02-03 21:34:36
INT01067,USR0094,BIZ0056,view,4.767,8,android,2026-04-26 23:25:56
INT01068,USR0029,BIZ0016,profile_view,2.662,118,ios,2026-03-10 22:46:56
INT01069,USR0142,BIZ0117,view,0.345,21,android,2026-03-05 23:58:04
INT01070,USR0131,BIZ0029,inquiry_sent,3.781,64,android,2026-04-05 05:24:46
INT01071,USR0091,BIZ0070,profile_view,3.575,165,android,2026-04-11 05:48:14
INT01072,USR0093,BIZ0072,profile_view,0.742,72,ios,2026-02-12 12:08:31
INT01073,USR0175,BIZ0024,profile_view,4.861,68,ios,2026-04-16 11:09:36
INT01074,USR0072,BIZ0006,saved_business,4.551,64,ios,2026-04-19 15:43:49
INT01075,USR0120,BIZ0044,profile_view,0.802,49,ios,2026-04-02 23:15:32
INT01076,USR0172,BIZ0041,review_posted,4.266,77,android,2026-04-07 04:24:31
INT01077,USR0036,BIZ0021,inquiry_sent,2.529,266,android,2026-03-05 10:19:01
INT01078,USR0041,BIZ0088,search_click,4.092,32,android,2026-02-18 14:03:40
INT01079,USR0071,BIZ0020,search_click,5.047,47,android,2026-02-16 17:50:15
INT01080,USR0037,BIZ0092,profile_view,4.609,60,ios,2026-03-17 09:36:10
INT01081,USR0198,BIZ0087,search_click,2.379,29,android,2026-03-18 22:21:46
INT01082,USR0157,BIZ0059,view,4.458,28,ios,2026-04-17 23:45:03
INT01083,USR0011,BIZ0049,inquiry_sent,4.113,179,ios,2026-03-22 20:47:46
INT01084,USR0182,BIZ0095,profile_view,4.005,87,android,2026-02-06 04:33:35
INT01085,USR0188,BIZ0081,search_click,4.946,52,ios,2026-04-14 12:32:02
INT01086,USR0111,BIZ0055,profile_view,0.79,101,ios,2026-04-20 15:27:43
INT01087,USR0164,BIZ0067,search_click,0.58,32,android,2026-01-30 09:09:46
INT01088,USR0183,BIZ0099,view,0.2,23,ios,2026-03-30 02:59:59
INT01089,USR0027,BIZ0120,inquiry_sent,0.246,215,ios,2026-03-24 19:33:30
INT01090,USR0171,BIZ0049,profile_view,4.308,55,android,2026-02-08 18:59:05
INT01091,USR0196,BIZ0034,search_click,4.296,48,ios,2026-04-12 14:15:17
INT01092,USR0184,BIZ0097,view,0.067,19,android,2026-04-23 20:04:04
INT01093,USR0161,BIZ0097,search_click,0.728,23,android,2026-01-31 09:23:39
INT01094,USR0085,BIZ0013,review_posted,0.564,176,ios,2026-03-02 11:47:40
INT01095,USR0175,BIZ0046,saved_business,4.368,72,android,2026-02-27 10:11:21
INT01096,USR0179,BIZ0119,view,4.716,11,ios,2026-04-05 21:09:52
INT01097,USR0193,BIZ0046,inquiry_sent,4.789,279,android,2026-02-28 06:10:15
INT01098,USR0158,BIZ0072,inquiry_sent,5.526,141,ios,2026-02-07 08:02:47
INT01099,USR0185,BIZ0011,search_click,4.555,50,android,2026-04-07 07:25:18
INT01100,USR0052,BIZ0036,profile_view,0.378,142,ios,2026-04-07 03:32:50
INT01101,USR0044,BIZ0044,view,3.964,21,ios,2026-04-07 07:52:00
INT01102,USR0138,BIZ0026,profile_view,0.386,53,android,2026-04-03 06:26:24
INT01103,USR0170,BIZ0052,view,2.596,22,ios,2026-03-05 22:14:13
INT01104,USR0099,BIZ0014,saved_business,4.366,52,android,2026-02-27 08:43:43
INT01105,USR0058,BIZ0058,view,0.32,26,ios,2026-01-31 14:10:41
INT01106,USR0058,BIZ0099,saved_business,3.107,43,ios,2026-03-28 12:41:44
INT01107,USR0056,BIZ0021,view,0.302,24,ios,2026-04-14 15:10:21
INT01108,USR0107,BIZ0075,saved_business,4.67,38,ios,2026-03-26 16:06:48
INT01109,USR0100,BIZ0097,profile_view,0.504,97,ios,2026-03-03 12:56:09
INT01110,USR0061,BIZ0044,search_click,0.178,18,ios,2026-04-16 14:43:22
INT01111,USR0180,BIZ0034,search_click,4.109,60,ios,2026-03-18 09:37:11
INT01112,USR0027,BIZ0099,profile_view,0.442,171,android,2026-03-12 02:15:39
INT01113,USR0148,BIZ0099,search_click,2.867,47,ios,2026-02-04 00:54:11
INT01114,USR0044,BIZ0002,search_click,4.417,32,ios,2026-04-17 07:12:32
INT01115,USR0038,BIZ0007,search_click,4.325,27,ios,2026-04-24 11:31:15
INT01116,USR0187,BIZ0003,search_click,4.385,58,android,2026-04-27 23:26:55
INT01117,USR0056,BIZ0090,view,0.402,14,ios,2026-02-19 03:34:53
INT01118,USR0131,BIZ0112,view,0.302,26,ios,2026-04-16 20:44:52
INT01119,USR0157,BIZ0006,profile_view,2.511,48,android,2026-03-17 21:32:59
INT01120,USR0187,BIZ0023,view,0.736,29,android,2026-04-14 10:26:22
INT01121,USR0008,BIZ0088,search_click,3.678,15,android,2026-04-24 08:55:12
INT01122,USR0147,BIZ0096,profile_view,4.169,127,ios,2026-02-10 16:25:22
INT01123,USR0088,BIZ0027,view,2.827,18,ios,2026-03-15 04:33:18
INT01124,USR0048,BIZ0035,view,3.939,25,android,2026-02-28 19:02:16
INT01125,USR0193,BIZ0012,view,5.355,6,android,2026-03-31 15:53:46
INT01126,USR0025,BIZ0024,saved_business,4.929,15,ios,2026-03-04 20:18:36
INT01127,USR0008,BIZ0099,search_click,4.579,14,android,2026-02-15 04:21:49
INT01128,USR0159,BIZ0066,search_click,0.511,16,android,2026-03-24 04:38:02
INT01129,USR0147,BIZ0025,search_click,3.889,59,android,2026-03-15 21:04:20
INT01130,USR0114,BIZ0003,view,0.308,30,android,2026-04-11 20:48:17
INT01131,USR0080,BIZ0110,view,4.905,23,android,2026-04-20 05:44:25
INT01132,USR0128,BIZ0029,view,0.61,15,ios,2026-04-22 19:01:56
INT01133,USR0141,BIZ0099,profile_view,2.771,171,android,2026-02-28 16:03:55
INT01134,USR0094,BIZ0020,saved_business,5.077,66,android,2026-03-02 11:12:59
INT01135,USR0123,BIZ0099,review_posted,2.57,211,android,2026-04-15 12:26:04
INT01136,USR0024,BIZ0091,view,0.375,23,ios,2026-04-07 08:11:49
INT01137,USR0165,BIZ0030,view,0.143,11,ios,2026-04-24 04:48:59
INT01138,USR0110,BIZ0052,search_click,0.712,41,android,2026-02-27 03:42:49
INT01139,USR0124,BIZ0083,view,0.66,29,ios,2026-04-08 14:15:45
INT01140,USR0179,BIZ0007,inquiry_sent,0.67,82,ios,2026-04-19 12:09:44
INT01141,USR0192,BIZ0107,search_click,0.467,57,android,2026-03-18 07:18:48
INT01142,USR0013,BIZ0115,search_click,0.277,44,android,2026-04-13 08:32:02
INT01143,USR0176,BIZ0103,profile_view,0.492,75,ios,2026-03-31 12:29:25
INT01144,USR0012,BIZ0108,view,4.655,12,ios,2026-02-04 18:50:36
INT01145,USR0053,BIZ0065,search_click,0.282,12,ios,2026-02-16 18:16:00
INT01146,USR0177,BIZ0015,view,0.286,26,ios,2026-04-27 19:33:02
INT01147,USR0100,BIZ0099,search_click,2.767,12,android,2026-02-10 23:14:54
INT01148,USR0064,BIZ0086,view,0.249,26,ios,2026-02-16 15:46:30
INT01149,USR0168,BIZ0097,view,0.637,18,ios,2026-03-04 03:50:49
INT01150,USR0049,BIZ0099,search_click,2.347,50,ios,2026-02-01 23:31:44
INT01151,USR0197,BIZ0058,profile_view,2.4,59,android,2026-02-12 12:31:04
INT01152,USR0126,BIZ0008,search_click,4.561,57,ios,2026-04-25 04:43:39
INT01153,USR0184,BIZ0110,search_click,4.336,28,ios,2026-02-07 23:35:06
INT01154,USR0031,BIZ0051,inquiry_sent,4.373,82,ios,2026-02-16 06:56:41
INT01155,USR0133,BIZ0120,search_click,4.52,24,android,2026-04-14 04:43:37
INT01156,USR0048,BIZ0010,profile_view,0.301,141,ios,2026-03-09 15:33:24
INT01157,USR0037,BIZ0058,profile_view,0.765,158,android,2026-04-08 09:18:31
INT01158,USR0186,BIZ0043,search_click,5.077,31,ios,2026-04-22 04:24:58
INT01159,USR0090,BIZ0059,review_posted,4.852,157,android,2026-04-24 10:22:34
INT01160,USR0130,BIZ0007,view,4.089,26,ios,2026-01-31 11:54:40
INT01161,USR0113,BIZ0008,view,0.471,22,android,2026-02-11 02:54:26
INT01162,USR0082,BIZ0007,profile_view,0.244,166,android,2026-03-25 21:23:19
INT01163,USR0044,BIZ0097,view,0.15,8,android,2026-01-29 17:59:23
INT01164,USR0001,BIZ0076,inquiry_sent,0.48,90,android,2026-04-07 19:32:35
INT01165,USR0010,BIZ0076,view,2.711,20,ios,2026-02-23 15:22:27
INT01166,USR0158,BIZ0049,review_posted,3.993,185,ios,2026-03-01 06:45:29
INT01167,USR0163,BIZ0059,review_posted,0.231,197,ios,2026-02-18 08:44:11
INT01168,USR0074,BIZ0088,view,3.338,13,android,2026-03-03 08:17:27
INT01169,USR0006,BIZ0057,view,2.666,18,android,2026-04-28 02:13:09
INT01170,USR0033,BIZ0099,search_click,2.343,36,ios,2026-03-11 16:05:54
INT01171,USR0116,BIZ0058,search_click,0.272,30,ios,2026-02-10 04:46:12
INT01172,USR0136,BIZ0031,view,0.683,11,ios,2026-04-20 06:00:27
INT01173,USR0141,BIZ0101,profile_view,4.361,108,android,2026-03-05 13:45:15
INT01174,USR0121,BIZ0014,profile_view,4.277,135,android,2026-02-16 03:58:02
INT01175,USR0087,BIZ0074,view,0.564,21,ios,2026-02-14 10:43:23
INT01176,USR0114,BIZ0002,view,4.849,10,ios,2026-04-27 17:53:19
INT01177,USR0175,BIZ0076,view,4.163,30,android,2026-02-11 18:43:05
INT01178,USR0082,BIZ0061,inquiry_sent,0.704,298,ios,2026-02-26 16:15:57
INT01179,USR0196,BIZ0083,profile_view,0.14,54,android,2026-02-05 22:27:45
INT01180,USR0003,BIZ0109,inquiry_sent,4.096,83,ios,2026-04-23 01:25:03
INT01181,USR0092,BIZ0030,view,0.207,7,ios,2026-03-26 07:25:22
INT01182,USR0081,BIZ0078,inquiry_sent,2.954,240,android,2026-02-24 07:04:59
INT01183,USR0026,BIZ0099,view,2.785,10,ios,2026-02-08 21:04:25
INT01184,USR0159,BIZ0053,search_click,4.528,54,ios,2026-04-01 07:33:50
INT01185,USR0064,BIZ0116,profile_view,0.168,143,android,2026-04-07 05:29:49
INT01186,USR0035,BIZ0103,search_click,2.262,59,android,2026-03-22 23:22:52
INT01187,USR0093,BIZ0110,search_click,4.257,11,ios,2026-04-24 09:54:25
INT01188,USR0146,BIZ0046,view,5.0,16,android,2026-02-14 04:04:15
INT01189,USR0160,BIZ0039,search_click,0.334,60,android,2026-04-25 18:14:40
INT01190,USR0083,BIZ0038,profile_view,4.696,120,ios,2026-01-30 15:42:22
INT01191,USR0152,BIZ0054,view,0.452,11,ios,2026-04-27 14:26:27
INT01192,USR0007,BIZ0064,review_posted,0.275,121,ios,2026-02-21 21:34:02
INT01193,USR0111,BIZ0045,view,2.819,26,ios,2026-03-29 13:34:08
INT01194,USR0086,BIZ0073,view,4.202,24,android,2026-04-05 08:04:03
INT01195,USR0005,BIZ0040,view,2.672,17,android,2026-04-01 19:03:54
INT01196,USR0070,BIZ0095,view,0.725,30,ios,2026-03-06 20:47:01
INT01197,USR0088,BIZ0018,view,2.914,11,ios,2026-02-23 13:35:14
INT01198,USR0022,BIZ0108,review_posted,0.47,230,ios,2026-04-16 18:02:14
INT01199,USR0030,BIZ0002,view,0.505,12,android,2026-02-14 03:47:38
INT01200,USR0017,BIZ0021,inquiry_sent,0.511,281,android,2026-01-30 02:04:34
INT01201,USR0004,BIZ0097,view,4.219,7,android,2026-03-22 15:59:34
INT01202,USR0118,BIZ0087,view,0.222,24,android,2026-02-03 06:33:42
INT01203,USR0036,BIZ0029,profile_view,4.277,53,android,2026-01-29 13:32:21
INT01204,USR0176,BIZ0034,view,0.487,15,android,2026-03-13 01:29:51
INT01205,USR0051,BIZ0097,search_click,3.842,40,ios,2026-04-05 01:25:20
INT01206,USR0152,BIZ0102,view,0.307,5,android,2026-02-14 01:04:49
INT01207,USR0051,BIZ0036,inquiry_sent,4.386,108,android,2026-04-02 11:26:14
INT01208,USR0020,BIZ0028,inquiry_sent,2.999,118,android,2026-03-05 17:43:30
INT01209,USR0152,BIZ0038,search_click,5.049,23,ios,2026-02-20 19:17:38
INT01210,USR0089,BIZ0097,search_click,4.087,53,ios,2026-02-23 13:10:21
INT01211,USR0042,BIZ0008,view,4.882,28,android,2026-03-26 00:06:30
INT01212,USR0111,BIZ0009,profile_view,3.037,33,android,2026-02-26 20:58:55
INT01213,USR0198,BIZ0108,search_click,2.343,53,android,2026-03-21 10:43:00
INT01214,USR0187,BIZ0099,search_click,4.826,40,ios,2026-03-15 04:35:00
INT01215,USR0196,BIZ0064,search_click,4.027,24,android,2026-02-02 01:28:23
INT01216,USR0091,BIZ0053,inquiry_sent,0.467,263,ios,2026-03-11 22:40:11
INT01217,USR0119,BIZ0058,view,4.13,18,android,2026-04-17 19:42:13
INT01218,USR0082,BIZ0049,inquiry_sent,0.198,153,android,2026-03-09 07:30:21
INT01219,USR0170,BIZ0107,view,4.958,11,android,2026-01-30 16:38:36
INT01220,USR0121,BIZ0021,view,2.563,17,android,2026-02-25 12:51:00
INT01221,USR0141,BIZ0037,view,0.107,20,ios,2026-03-09 09:04:29
INT01222,USR0041,BIZ0064,profile_view,3.939,57,android,2026-04-24 23:36:54
INT01223,USR0181,BIZ0062,view,0.047,20,android,2026-03-07 16:32:54
INT01224,USR0004,BIZ0113,profile_view,0.782,109,ios,2026-03-25 06:21:22
INT01225,USR0154,BIZ0017,view,5.096,30,android,2026-03-03 11:30:29
INT01226,USR0122,BIZ0007,search_click,2.706,23,ios,2026-04-01 03:55:51
INT01227,USR0081,BIZ0087,review_posted,2.722,131,ios,2026-03-22 04:02:13
INT01228,USR0085,BIZ0095,review_posted,4.108,221,android,2026-04-02 22:44:56
INT01229,USR0157,BIZ0034,inquiry_sent,0.281,180,android,2026-02-26 10:18:57
INT01230,USR0025,BIZ0049,view,3.845,21,ios,2026-03-11 20:39:04
INT01231,USR0187,BIZ0036,search_click,4.616,60,ios,2026-04-03 06:57:46
INT01232,USR0094,BIZ0099,view,3.027,25,android,2026-02-27 16:01:31
INT01233,USR0159,BIZ0062,view,4.542,15,ios,2026-04-27 21:27:25
INT01234,USR0155,BIZ0104,view,5.079,11,android,2026-02-24 19:46:50
INT01235,USR0016,BIZ0097,view,0.607,14,android,2026-04-10 09:10:28
INT01236,USR0109,BIZ0096,inquiry_sent,0.824,112,android,2026-02-24 20:49:32
INT01237,USR0008,BIZ0088,profile_view,3.678,149,android,2026-03-10 10:04:55
INT01238,USR0098,BIZ0074,search_click,0.669,16,ios,2026-03-11 06:04:47
INT01239,USR0051,BIZ0097,search_click,3.842,18,ios,2026-04-25 06:25:49
INT01240,USR0032,BIZ0006,view,0.272,9,ios,2026-04-14 01:56:23
INT01241,USR0097,BIZ0073,profile_view,2.921,131,android,2026-02-27 14:43:15
INT01242,USR0195,BIZ0004,view,0.401,23,android,2026-04-18 17:04:59
INT01243,USR0015,BIZ0097,profile_view,2.062,47,android,2026-02-11 20:38:00
INT01244,USR0134,BIZ0023,profile_view,4.743,122,ios,2026-02-28 15:39:49
INT01245,USR0106,BIZ0046,view,0.467,6,ios,2026-03-27 23:34:14
INT01246,USR0102,BIZ0095,search_click,4.355,23,ios,2026-02-12 12:48:46
INT01247,USR0196,BIZ0108,view,4.404,25,android,2026-02-02 22:36:21
INT01248,USR0179,BIZ0034,view,0.45,12,android,2026-04-25 02:47:30
INT01249,USR0036,BIZ0066,view,2.951,26,ios,2026-01-30 22:50:05
INT01250,USR0196,BIZ0038,view,0.397,18,android,2026-02-01 19:55:23
INT01251,USR0151,BIZ0004,view,2.606,16,android,2026-03-22 13:27:43
INT01252,USR0095,BIZ0068,inquiry_sent,0.651,98,android,2026-04-21 14:04:33
INT01253,USR0191,BIZ0086,view,3.745,17,android,2026-04-14 08:27:31
INT01254,USR0194,BIZ0082,view,4.398,13,ios,2026-02-08 22:38:40
INT01255,USR0074,BIZ0058,search_click,2.902,52,ios,2026-02-16 15:09:24
INT01256,USR0029,BIZ0005,inquiry_sent,5.026,283,android,2026-02-16 05:33:01
INT01257,USR0146,BIZ0097,view,4.8,11,ios,2026-03-02 16:52:09
INT01258,USR0014,BIZ0088,view,0.77,13,android,2026-03-16 05:13:01
INT01259,USR0080,BIZ0002,inquiry_sent,5.374,112,ios,2026-04-24 10:19:11
INT01260,USR0100,BIZ0097,search_click,0.504,58,android,2026-04-22 02:12:40
INT01261,USR0123,BIZ0076,view,0.606,12,android,2026-03-25 16:36:08
INT01262,USR0001,BIZ0099,profile_view,2.728,100,android,2026-02-25 12:41:13
INT01263,USR0098,BIZ0097,saved_business,4.581,62,android,2026-03-28 08:06:36
INT01264,USR0109,BIZ0097,search_click,2.651,51,android,2026-02-24 23:46:38
INT01265,USR0009,BIZ0107,view,4.67,30,android,2026-02-09 01:08:40
INT01266,USR0163,BIZ0097,profile_view,4.145,151,android,2026-01-30 12:13:31
INT01267,USR0023,BIZ0097,search_click,4.069,54,ios,2026-02-22 12:35:12
INT01268,USR0180,BIZ0076,view,4.142,11,android,2026-03-05 23:55:35
INT01269,USR0097,BIZ0003,search_click,0.346,36,android,2026-04-26 18:43:18
INT01270,USR0148,BIZ0107,profile_view,4.509,101,ios,2026-04-03 22:00:12
INT01271,USR0052,BIZ0099,view,0.487,11,android,2026-04-01 06:56:27
INT01272,USR0001,BIZ0120,view,2.689,18,ios,2026-04-10 11:53:02
INT01273,USR0184,BIZ0099,view,2.395,24,ios,2026-03-11 06:45:30
INT01274,USR0121,BIZ0073,search_click,0.551,56,android,2026-02-27 01:58:43
INT01275,USR0164,BIZ0046,view,0.372,19,ios,2026-04-08 06:38:20
INT01276,USR0038,BIZ0099,profile_view,5.422,168,ios,2026-03-02 15:33:09
INT01277,USR0111,BIZ0010,view,0.201,16,ios,2026-03-10 18:54:10
INT01278,USR0139,BIZ0101,view,4.872,21,android,2026-03-24 02:38:03
INT01279,USR0139,BIZ0087,profile_view,0.613,176,android,2026-04-27 04:03:48
INT01280,USR0053,BIZ0099,search_click,4.795,17,android,2026-03-16 23:30:40
INT01281,USR0148,BIZ0001,review_posted,0.349,102,android,2026-03-31 18:42:19
INT01282,USR0086,BIZ0064,view,4.154,16,ios,2026-03-17 07:11:01
INT01283,USR0101,BIZ0033,search_click,0.294,58,android,2026-02-18 13:00:08
INT01284,USR0165,BIZ0059,inquiry_sent,4.754,108,android,2026-04-19 14:31:07
INT01285,USR0130,BIZ0099,search_click,5.199,54,ios,2026-02-19 23:36:08
INT01286,USR0104,BIZ0040,view,3.094,11,android,2026-01-30 16:16:39
INT01287,USR0076,BIZ0016,view,2.915,7,android,2026-02-21 00:39:34
INT01288,USR0031,BIZ0055,search_click,4.632,54,ios,2026-03-01 02:29:19
INT01289,USR0096,BIZ0031,search_click,4.705,40,android,2026-03-31 08:08:09
INT01290,USR0009,BIZ0066,search_click,0.525,40,ios,2026-04-06 23:32:42
INT01291,USR0198,BIZ0013,profile_view,0.701,119,ios,2026-04-28 17:39:40
INT01292,USR0098,BIZ0004,search_click,4.865,40,ios,2026-03-19 03:42:35
INT01293,USR0022,BIZ0034,inquiry_sent,2.655,84,ios,2026-03-04 09:43:14
INT01294,USR0087,BIZ0034,saved_business,4.484,54,ios,2026-02-17 17:00:07
INT01295,USR0106,BIZ0012,profile_view,2.693,37,ios,2026-02-04 10:29:51
INT01296,USR0047,BIZ0060,profile_view,2.441,167,android,2026-02-21 00:09:49
INT01297,USR0031,BIZ0095,search_click,0.278,28,android,2026-02-01 19:14:45
INT01298,USR0154,BIZ0045,view,2.894,7,android,2026-03-13 14:40:41
INT01299,USR0064,BIZ0001,profile_view,4.148,75,ios,2026-02-02 04:00:42
INT01300,USR0047,BIZ0034,inquiry_sent,0.269,186,android,2026-04-03 11:06:38
INT01301,USR0180,BIZ0112,view,4.052,9,android,2026-03-09 15:31:57
INT01302,USR0094,BIZ0099,search_click,3.027,54,ios,2026-03-27 08:28:46
INT01303,USR0028,BIZ0054,view,2.481,27,ios,2026-02-04 05:49:46
INT01304,USR0023,BIZ0036,review_posted,4.476,162,android,2026-04-20 19:32:00
INT01305,USR0036,BIZ0016,view,0.287,26,android,2026-03-10 08:49:22
INT01306,USR0140,BIZ0049,view,0.508,30,android,2026-03-22 14:37:21
INT01307,USR0030,BIZ0075,view,4.605,9,ios,2026-01-30 05:25:14
INT01308,USR0016,BIZ0068,view,4.707,13,android,2026-02-25 12:27:56
INT01309,USR0036,BIZ0043,view,0.286,11,android,2026-03-29 23:33:39
INT01310,USR0123,BIZ0062,view,3.951,25,android,2026-02-11 08:50:42
INT01311,USR0033,BIZ0100,view,0.793,20,android,2026-03-21 04:08:32
INT01312,USR0064,BIZ0087,search_click,4.426,24,ios,2026-03-06 19:02:52
INT01313,USR0193,BIZ0057,inquiry_sent,5.322,67,android,2026-03-30 16:01:09
INT01314,USR0096,BIZ0050,profile_view,0.472,62,ios,2026-03-25 13:25:02
INT01315,USR0131,BIZ0105,profile_view,2.87,70,android,2026-03-24 03:02:12
